c2,c0,729,129,229,ff9a,type
65380,8233839,5073584,3265309,1010259,17958,ransom
57791,6945572,4253521,2737953,848043,49360,ransom
109916,15668072,9803559,6307657,1946199,9479,ransom
123680,12200749,7713251,4956480,1549212,63117,ransom
155241,22757313,14314992,9209035,2840873,7158,ransom
57500,9519945,6060194,3897902,1199584,14458,ransom
39241,3848317,2288604,1473927,459298,21229,ransom
55430,4978506,3006193,1933851,607531,15456,ransom
51628,5827297,3543564,2280979,707941,63891,ransom
212623,3687756,2246941,1427580,560550,9833,ransom
33396,2899511,1680776,1083097,339046,78449,ransom
174566,26436060,16662561,10718888,3304473,11834,ransom
106957,17290730,11016481,7085812,2182410,9486,ransom
23075,774372,329609,213458,73456,21962,ransom
65448,7952720,4897501,3151849,976713,57030,ransom
161682,24272445,15282534,9831604,3030989,8416,ransom
49349,8192836,5214260,3353741,1032066,58299,ransom
218587,33781688,21330885,13722195,4227895,92163,ransom
2331269,11578461,5917119,3845605,2002960,146106,ransom
199067,33203177,21130944,13591394,4182544,13493,ransom
286495,44347059,28238690,18158510,5606328,11952,ransom
38550,3513293,2073063,1335011,417787,13692,ransom
69035,1289702,687478,429236,184087,123108,ransom
96432,13369494,8342314,5367677,1657401,6973,ransom
345171,57265014,36451719,23445650,7216916,9695,ransom
18783,431774,107102,70885,27281,94897,ransom
175852,29299461,18650753,11995631,3692168,9186,ransom
167234,26806021,17066868,10976126,3382823,10083,ransom
35025,3120655,1822998,1174609,367372,121711,ransom
101494,13340377,8327066,5356976,1658881,6343,ransom
361426,60262058,38355813,24670707,7593054,9130,ransom
205,1030,576,340,194,53990,ransom
190356,28550489,18002905,11581026,3570916,10138,ransom
29873,2262328,1276572,823016,259149,29100,ransom
86302,11446318,7119481,4581181,1416329,5232,ransom
31960,2619205,1499724,966685,302880,21721,ransom
46993,5623665,3509247,2257290,699387,11126,ransom
39445,2981187,1640422,1059171,333864,30817,ransom
62363,7346431,4687199,3010874,940847,131982,ransom
206450,31591164,19941511,12828026,3953759,3013,ransom
280408,46732353,29747978,19134029,5889308,10691,ransom
18661,431175,106965,70770,27281,86229,ransom
241852,40202624,25587233,16457482,5064927,9407,ransom
58258,9646341,6140203,3949319,1215649,19701,ransom
57255,2563981,1464901,945487,306356,50414,ransom
187970,28069469,17699804,11386099,3511550,7299,ransom
37927,3642552,2155162,1388091,433092,23563,ransom
40033,5605628,3569166,2294388,710829,147726,ransom
215558,33253400,20996382,13506851,4161647,5624,ransom
321953,53683810,34184286,21987130,6768063,11668,ransom
97,495,296,173,102,118790,ransom
189183,28872561,18208634,11713827,3610117,2712,ransom
255077,42518372,27067964,17410082,5358736,17097,ransom
68278,8672255,5354216,3445783,1065935,16342,ransom
27202,1587166,845492,545775,174434,86825,ransom
285176,47520889,30251988,19457046,5989068,8450,ransom
36177,3329885,1951649,1257470,392138,14773,ransom
36527,2901790,1684042,1084626,341329,50616,ransom
176424,29370452,18684446,12018021,3698130,19035,ransom
408294,4642237,2372093,1564189,535268,11478,ransom
46195,5039662,3042225,1958734,608291,36370,ransom
79962,13295392,8461439,5442458,1674734,12717,ransom
47962,5317479,3218224,2072064,643064,16726,ransom
105086,7303409,4427705,2844576,902712,15631,ransom
25438,1093854,531415,343578,112749,53016,ransom
147461,21899081,13768053,8857585,2731046,7955,ransom
53530,8891448,5657456,3638918,1119742,68630,ransom
177648,24822294,15634397,10058000,3105952,8461,ransom
84401,13845671,8809717,5666234,1743987,220462,ransom
321107,17009699,10736904,6877721,2265423,3675,ransom
375392,62599137,39853477,25633551,7889514,15841,ransom
26616,4402348,2803027,1802847,554956,151635,ransom
140752,20811007,13077815,8413546,2594643,3502,ransom
416797,69444678,44208709,28435125,8752383,15414,ransom
1844,8670,7206,4482,2544,9797,ransom
48103,2668836,1366722,883130,282773,71679,ransom
183927,30642951,19505684,12545795,3860818,6042,ransom
68616,11434136,7273543,4678502,1439370,204124,ransom
2479168,36914830,22050620,14219609,5198193,22683,ransom
346645,50945532,32371388,20819000,6426493,24372,ransom
59013,3743868,2226510,1429560,462127,76435,ransom
226711,37523052,23876229,15356770,4726187,13495,ransom
55469,2181189,1233988,787772,272308,12632,ransom
26089,4258439,2713111,1744978,537503,19037,ransom
56392,6450129,3939498,2535961,786733,130151,ransom
163362,24551344,15458658,9944821,3065822,8792,ransom
315329,52558432,33467768,21525574,6627171,20205,ransom
56549,5279844,3203444,2060520,647460,19882,ransom
60621,6911525,4233847,2724489,846837,4090,ransom
57134,6486060,3962599,2550286,792276,16766,ransom
46967,5152256,3111981,2003824,621955,13744,ransom
37785,3604884,2130865,1372611,428102,12196,ransom
37059,3186172,1865994,1202055,376705,14576,ransom
23656,456255,128395,84981,33964,149282,ransom
225933,37387192,23794548,15304448,4710503,12399,ransom
344138,41549319,26374530,16964498,5245413,12262,ransom
35307,3220649,1886356,1215314,379936,65758,ransom
205702,34288865,21818692,14033764,4317815,21425,ransom
37946,3631481,2147586,1383241,431576,127400,ransom
349465,58290339,37100942,23863247,7343359,10446,ransom
138453,22547567,14363823,9238415,2846703,54632,ransom
142293,21043405,13223757,8507722,2623460,4954,ransom
27931,1990766,1102227,710952,224417,19731,ransom
38751,6107166,3888479,2501153,770726,13087,ransom
30584,2132519,1196098,771167,244170,54332,ransom
207113,31844575,20100451,12930565,3984336,7315,ransom
36069,3335696,1959438,1262418,394132,16850,ransom
37271,1931942,1066395,686209,223303,8342,ransom
41968,4281460,2559549,1648437,512785,17447,ransom
51386,5218590,3158329,2032377,634659,18948,ransom
40346,4044953,2406779,1550242,482235,9347,ransom
29724,2248462,1266811,816839,256799,19515,ransom
42288,7030900,4475527,2878654,885986,120747,ransom
206226,31686103,20002699,12867239,3965652,7778,ransom
249332,41269149,26284530,16905431,5206173,9119,ransom
18745,431645,106779,70694,27161,60670,ransom
208593,34758006,22124736,14230490,4378975,8226,ransom
41357,4203595,2510181,1616610,503127,12033,ransom
39185,3822060,2268621,1461161,455441,19891,ransom
412713,5353505,2826336,1856265,625547,35264,ransom
92628,15383714,9789190,6296454,1937559,18881,ransom
60348,7361813,4519305,2908931,900635,19878,ransom
71315,9045931,5591247,3597972,1113868,70017,ransom
143864,13342179,8269030,5315230,1663855,19454,ransom
176778,28991933,18445496,11864110,3652063,74639,ransom
64946,8131687,5008003,3223149,997292,33118,ransom
