c2,c0,729,129,229,ff9a,type
45937585,469173561,250495576,189487907,41618844,875393,ransom
32563859,332627150,177612662,134358959,29503685,838895,ransom
64631940,660257115,352108546,266365703,58488111,1099914,ransom
50208074,511255361,272862768,206391407,45381101,1009793,ransom
78872740,805672548,428999948,324530360,71271945,1564760,ransom
97295757,993911956,528875490,400097288,87860988,1924889,ransom
81173695,829125592,441741054,334166497,73389162,1441000,ransom
52008905,531255885,283346488,214349517,47064210,909298,ransom
56587816,578897490,308543684,233225702,51267851,888437,ransom
63426473,647790136,345588535,261426758,57420918,972906,ransom
65903081,673229926,358744602,271388860,59589032,1146607,ransom
42523679,434201143,231743623,175294636,38510130,1052435,ransom
60095197,613964637,327184096,247521296,54337706,736199,ransom
48173921,491360465,262496486,198494012,43717205,1226146,ransom
56322095,575259751,306986353,232224344,50999350,852939,ransom
21411653,218612461,116945925,88469216,19432325,399146,ransom
55680409,568857082,302900137,229144528,50310845,1311152,ransom
87265179,891396288,474429497,358904025,78820504,1764556,ransom
89337686,912662866,485816500,367525064,80696984,1660079,ransom
47431790,484063158,258185835,195294407,42913201,912249,ransom
20618707,210557580,112483983,85090523,18686054,601583,ransom
43990165,449314984,239949503,181515357,39859405,748808,ransom
46358952,473544283,252594073,191080709,41959931,750823,ransom
50802670,518873687,276834956,209415022,45994662,869776,ransom
41321658,422021743,225622862,170671178,37483098,774919,ransom
63100805,644663777,344321310,260483489,57184537,1099667,ransom
28735618,293729886,156662762,118251770,26145809,674633,ransom
40776340,416534090,222673059,168449082,36983752,840286,ransom
58195182,594446082,317002885,239810482,52657813,876828,ransom
54599668,557528369,297420594,224978275,49427631,1179138,ransom
96612728,986965240,525124181,397246791,87242725,1538315,ransom
91858596,938308949,499655905,377987312,83010729,1921772,ransom
94219718,962447572,512310471,387557359,85118696,1881334,ransom
51668895,527662923,281674614,213072404,46802076,990585,ransom
63291780,633455131,337131878,254429493,56983462,1029632,ransom
52922817,535391105,285676974,215929565,47787515,1093179,ransom
29633458,297716865,159210437,120262267,26762068,562788,ransom
22818730,232970802,124713314,94332168,20725954,392577,ransom
14465754,147607227,79000808,59749954,16896971,433847,ransom
39089078,399326265,213370359,161411531,35436342,793708,ransom
62669020,640228347,341301821,258201784,56692980,1481469,ransom
44590480,455478943,243476882,184191923,40441342,688106,ransom
41106661,419878345,224299221,169674649,37260077,837465,ransom
54491383,556574595,297163827,224797347,49361026,631640,ransom
49347950,505168808,268774625,203161370,44643743,1315702,ransom
98436180,1005552902,534953678,404683706,88881845,1784586,ransom
99704866,1018267949,541976487,409986559,90066605,1872830,ransom
100898866,1030737133,548391910,414847185,91115401,1841673,ransom
101323860,1034960639,550693737,416580107,91510290,1935662,ransom
94400273,964254573,513530667,388470465,85324948,1357673,ransom
43105978,440252105,234891994,177687334,39023938,935574,ransom
44562615,455118428,242760041,183639149,40329404,598690,ransom
48802762,498520154,266427487,201549007,44248765,968482,ransom
70786129,723117271,385734973,291807896,64067308,989933,ransom
36682788,374645642,200254681,151483050,33267705,486988,ransom
32998044,336969310,180169019,136286639,29933903,787596,ransom
45273721,462429035,247115371,186942859,41047230,533982,ransom
28896237,295054026,157792643,119356013,26218628,488623,ransom
25013065,255442442,136680509,103395038,22703482,409457,ransom
51904494,530171915,282672845,213834287,46956577,930153,ransom
73858214,754521715,401690712,303876612,66725963,1486301,ransom
97743359,998537619,531237435,401887826,88249590,1792183,ransom
89069822,910952432,484918879,366681456,80543086,2009361,ransom
88182948,899314301,478401556,361907794,79514516,2105331,ransom
101864359,1040448490,553538241,418745792,91967969,1826325,ransom
47765990,487775759,260132536,196779673,43230278,883521,ransom
49664033,507352180,270746651,204816662,44974023,969960,ransom
51977549,530858831,283257568,214272745,47058117,735426,ransom
30727780,313611121,167451068,126655321,27838806,735655,ransom
34766502,355104946,189965945,143703639,31550828,554586,ransom
21318837,217716497,116314681,87988880,19319990,480022,ransom
25512698,260589349,139367222,105425440,23148526,377007,ransom
29393478,300194818,160573819,121473027,25608494,458014,ransom
17611726,179084627,89622459,67704874,15012828,543164,ransom
14492097,147884091,79175681,59878146,13168027,442879,ransom
23759278,242661201,129661732,98093059,21542567,341544,ransom
68863620,703374265,374917226,283613317,62291086,1453390,ransom
98915809,1010391329,537621965,406703847,89329790,1994709,ransom
107114019,1094182052,582151204,440393658,96720776,1831606,ransom
106497485,1087892601,578833462,437881966,96165623,1709350,ransom
103203256,1055305678,561094599,424292400,93221552,1745037,ransom
101568781,1037632952,552096062,417661259,91719685,1945178,ransom
95726349,977726834,520201716,393513923,86445554,1965950,ransom
73367514,749264130,399077575,301888274,66308779,937473,ransom
17834705,182049146,97482842,73734360,16199765,376588,ransom
