c2,c0,729,129,229,ff9a,type
2260772,27913637,10664377,6911499,3745827,276773,ransom
793136,13220473,6562879,4101830,2457765,338597,ransom
2291694,28463295,10935712,7081635,3846925,393884,ransom
1911512,24072653,9393688,6066546,3321302,292742,ransom
964241,16131288,8012352,5007538,3001696,248968,ransom
2753738,32226551,11511242,7540463,3961829,288480,ransom
1247816,18896065,8757943,5523369,3230839,320493,ransom
793573,13222675,6564907,4103134,2458353,196979,ransom
2160364,28234182,11465105,7363936,4095235,774809,ransom
8751370,121316378,52013712,33144600,18842493,1691714,ransom
17721462,222180711,86268592,55762692,30449822,2177864,ransom
26505849,320517088,119731004,77879569,41774003,2276298,ransom
24894367,284816044,107128677,69703569,37299145,1198284,ransom
1899922,25800502,10901580,6960827,3934548,330053,ransom
2797122,34739310,13417197,8678708,4728433,312198,ransom
2364439,29351372,11402947,7366819,4026331,305425,ransom
1469452,22608196,10589668,6668244,3916660,285192,ransom
1552788,21889206,9529664,6062046,3462627,333179,ransom
1540715,21729446,9574138,6074692,3494467,415651,ransom
2979542,39940600,16633502,10641677,5982191,452412,ransom
1416713,19718110,8510154,5417812,3087383,273232,ransom
3466815,44126331,17409183,11222463,6175430,350167,ransom
3281323,38846061,14110046,9216541,4883279,341947,ransom
1443601,20523557,8871882,5651294,3216469,350527,ransom
1277664,21286788,10626781,6633802,3988686,361315,ransom
3931803,54035862,22951217,14645951,8294016,937931,ransom
18353434,222751534,83157111,54068676,29037138,2246347,ransom
29931433,356425243,129700491,84686511,44929506,2370100,ransom
20005371,253157286,99300078,64075135,35168909,1158579,ransom
1565798,22294970,9765072,6205206,3555298,300127,ransom
2199678,28829921,11771248,7551609,4212333,299794,ransom
1639492,23485408,10379567,6586064,3788863,274026,ransom
1890075,26184937,11173293,7127611,4039313,299752,ransom
2769785,35905355,14523967,9329066,5186564,401080,ransom
1454794,20347074,8813434,5607051,3201357,397534,ransom
1960686,26805191,11388708,7265656,4117049,308060,ransom
3255669,37181658,13825119,9025072,4789371,345609,ransom
3952040,46403519,16551573,10848144,5692372,282233,ransom
1822388,26399476,11882425,7517064,4359196,351438,ransom
1466801,20609124,8915675,5675640,3235210,324147,ransom
3905325,47740084,17987290,11680149,6296446,513955,ransom
2611591,32998924,13107549,8436787,4659896,448718,ransom
5576274,63652380,21966558,14471324,7479117,338799,ransom
3555006,42489660,15681962,10214560,5455498,370731,ransom
4230476,50207680,18036602,11807606,6216570,354065,ransom
2716498,33446593,12847176,8313574,4525994,382985,ransom
4422054,52565418,19824273,12873742,6931591,439153,ransom
3359138,41542384,15883130,10289492,5583806,373607,ransom
2416183,31342620,12594427,8102371,4484698,328548,ransom
1641232,25464775,12002728,7551494,4445903,635356,ransom
19484452,215598659,70796434,47025544,23719761,1590422,ransom
27873505,334174437,122718655,79981495,42668864,2343282,ransom
23838142,300769586,117049066,75630177,41353740,2214986,ransom
20042393,253637681,99434366,64166350,35210302,1723961,ransom
14623444,190208084,76979486,49446483,27488726,1553215,ransom
4017968,61943214,29128293,18327993,10786436,393293,ransom
751165,12558100,6201816,3881585,2316922,255053,ransom
1115511,16524500,7611629,4802392,2804613,281347,ransom
1165835,19555239,9636189,6032359,3599336,302929,ransom
1030175,17135420,8589594,5358188,3228030,315109,ransom
1058908,17633769,8775515,5482900,3288624,498074,ransom
823466,13784574,6764517,4238429,2522415,252463,ransom
1323112,20076480,9416712,5923500,3489445,461706,ransom
1081554,16012350,7326763,4627292,2694903,284286,ransom
915931,15378813,7578602,4744079,2831282,283253,ransom
1998289,25451978,10136409,6524317,3606179,249791,ransom
615708,10276331,5100860,3187975,1910498,123597,ransom
539642,7741613,3819789,2390561,1425674,219610,ransom
702596,11737509,5830349,3643934,2184060,251081,ransom
877549,14669864,7289734,4556057,2730687,413063,ransom
6891832,90136085,37952270,24199217,13723324,1454257,ransom
11064703,136878963,58092071,36855997,21182000,1680118,ransom
13683261,160202967,68640812,43867476,24670579,1384926,ransom
9322781,127406038,54563582,34792522,19740259,1512972,ransom
11676013,155595963,64437789,41260833,23139414,1256085,ransom
