c2,c0,729,129,229,ff9a,type
1344,7299,4249,2463,1483,7634,ransom
9387,477,264,149,96,3694,ransom
143,685,428,223,178,3919,ransom
98,491,284,166,99,2803,ransom
4106,21588,17165,10683,6165,6474,ransom
10446,50231,39044,23896,14066,4183,ransom
163,729,678,495,166,4343,ransom
2503,10087,6763,4376,2380,4787,ransom
1381,6219,5621,3364,2011,3445,ransom
0,0,0,0,0,4527,ransom
829964,4126683,2464251,1681880,754593,128669,ransom
3999615,18477159,6941622,4341125,2492900,182752,ransom
3147533,14642637,7559786,5213781,2245569,85477,ransom
98,491,284,166,99,5503,ransom
479,2241,2359,1576,762,9336,ransom
1426,6530,5307,3266,1894,4993,ransom
19,59,49,29,16,6113,ransom
0,0,0,0,0,3704,ransom
3231,13559,8386,4813,3358,5391,ransom
0,0,0,0,0,3346,ransom
1426,7263,4342,2540,1489,13446,ransom
404080,1779911,674812,473444,196626,2902,ransom
93,477,264,149,96,7168,ransom
98,491,284,166,99,3376,ransom
766,3532,3290,2151,1099,6441,ransom
52340,272187,132497,77928,51863,5259,ransom
24992,128530,78852,51342,25556,8978,ransom
163,729,678,495,166,2987,ransom
0,0,0,0,0,1939,ransom
0,0,0,0,0,3077,ransom
62722,302619,211110,126337,80807,32871,ransom
78942,1146875,725103,452248,260449,9149,ransom
96,487,295,176,1370,3437,ransom
98,491,284,166,99,3222,ransom
11977,59738,41776,24497,16525,5159,ransom
897,4227,3305,2034,1183,1914,ransom
49830,248214,171670,104094,62935,92959,ransom
6112582,30756097,15638492,10658344,4939423,98686,ransom
409494,4129140,2525035,1596062,1618885,22333,ransom
375022,1966457,1094209,718091,442575,16102,ransom
5017672,25358545,7645287,4979379,2567268,56047,ransom
2097237,11662066,988050,582203,392970,19328,ransom
843953,4096720,2209837,1420402,766859,14759,ransom
1647930,8856011,4232717,2680363,1498491,49575,ransom
517376,1746508,875124,523829,333934,15252,ransom
1010299,5219799,3026975,1877118,1106154,15222,ransom
401663,2095487,1042938,627989,402315,57826,ransom
4050745,20260929,10766345,6900739,3815428,29730,ransom
2876761,14273582,8179142,5117671,2961852,96389,ransom
2282441,10200835,5065528,3227399,1793711,59540,ransom
5009328,25251730,13498145,8594582,4756275,48747,ransom
1051800,5349642,1398163,846998,512735,174299,ransom
5852894,28189092,13151497,8742878,4204317,306109,ransom
3121713,17237832,8876909,5656585,3056172,105148,ransom
891623,4620388,2424625,2239856,859660,25433,ransom
3204446,18579888,10211223,7214926,3634426,72265,ransom
653833,3172405,1598095,1043713,538512,52598,ransom
4190248,21086023,11259726,7222238,3964120,20129,ransom
2514539,13016283,7297721,4634689,2590626,30108,ransom
632797,3086893,1541061,1008199,512226,17209,ransom
2075981,10838783,6031704,3790952,2171870,31454,ransom
1199817,6281037,3220385,2020913,1153742,39765,ransom
1823356,9394727,5249401,3303694,1888698,11582,ransom
2663909,13674464,7468742,4752135,2652046,30600,ransom
778130,3791891,1817693,1177259,612018,25674,ransom
2231722,11632636,6493278,4062492,2355853,24031,ransom
961215,4765686,2389543,1522295,836692,33154,ransom
2505201,12963066,7172556,4580180,2527939,63036,ransom
4295584,23193381,12483117,8215057,4166900,406915,ransom
6047439,31754470,13793299,9120697,4494743,261878,ransom
2838264,16086834,8324025,5297080,2968897,59993,ransom
1273650,14283481,3718858,2315267,1244151,42344,ransom
1667215,8615770,4619907,2827952,1595445,11270,ransom
1129464,5983959,3137403,2711700,1147392,23145,ransom
247518,1300989,696691,422860,263298,15313,ransom
3877713,20207657,9581165,6702459,3872658,48154,ransom
1899369,7173918,3982407,5087178,1429785,49083,ransom
2114526,11163201,6029631,3957280,2188555,17970,ransom
2793184,14387802,7983703,5255089,2809440,37153,ransom
532548,2904713,1561244,3644284,559217,25800,ransom
2947126,15200242,8509803,5384023,3035358,38045,ransom
1897271,9253266,4762543,3104381,1608650,38701,ransom
1881498,9926159,5498356,3410995,2838922,18182,ransom
2789982,14368457,7829880,4994042,2798886,25242,ransom
891869,4512891,2393943,1573600,2056875,21104,ransom
3427169,16770652,9406120,6174601,3107702,196317,ransom
6415741,30283149,14853029,9991737,4596803,241477,ransom
1088791,5896584,3191037,1948244,2288507,10419,ransom
2601021,13260388,7278518,4647785,2563472,22594,ransom
515943,2433129,1181456,793435,373407,13039,ransom
1371601,7321112,4065352,2536217,1487636,72095,ransom
1516797,7544816,4167698,3837988,1428394,27650,ransom
463026,2526069,3250611,843194,553578,5061,ransom
5322760,25741792,13282805,8865688,4289061,148375,ransom
5865657,25892393,12924258,8975754,3655567,285961,ransom
361220,1711187,2902190,657463,347814,5299,ransom
583847,2809543,1421065,915412,460380,16943,ransom
20658,104536,65190,27646,16251,4179,ransom
546573,2611059,1283676,853280,413073,9220,ransom
580,2595,1663,1139,511,2792,ransom
6365,30508,22214,13840,7411,9674,ransom
179970,911768,505915,342960,158690,131125,ransom
2871274,13580034,6066449,4293360,1717679,173538,ransom
98,491,292,173,98,2554,ransom
302,1487,1208,705,472,10564,ransom
7533,36264,31387,18039,12642,2806,ransom
4600,19365,15630,9993,4798,7025,ransom
6484,30903,27080,15604,10872,5795,ransom
2772736,13399203,6857137,4457938,2332917,48385,ransom
6253,39316,29332,17500,11059,26404,ransom
81353,402978,315671,185466,123597,9814,ransom
30566,171578,124556,68406,53732,10413,ransom
563702,2641207,1461493,1001296,441131,145539,ransom
1433934,6489544,3811341,2601636,1155817,69958,ransom
0,0,0,0,0,6067,ransom
1663,7759,6792,4207,2449,5583,ransom
1461,6892,4099,2307,1637,9090,ransom
0,0,0,0,0,5189,ransom
3231,13559,8435,4876,3326,8682,ransom
0,0,0,0,0,2719,ransom
4101,20185,14814,8800,5316,8903,ransom
378,477,264,149,96,3732,ransom
1145065,5640240,3469730,2238089,1212614,52107,ransom
22126,118093,81074,47093,31849,7387,ransom
1112241,5467161,3309190,2144956,1149166,17549,ransom
29911,163745,112866,65886,43515,2732,ransom
508182,2421072,1221009,819864,386032,29226,ransom
4131,21745,14321,7980,5931,5452,ransom
2291739,10379683,4638767,3238124,1361574,322818,ransom
786,3317,2439,1591,807,2270,ransom
3240,15567,10513,6139,3760,10926,ransom
96,487,302,358,102,4122,ransom
96,487,295,176,100,3180,ransom
98,491,284,166,99,4315,ransom
11641,58224,44050,25517,17710,11643,ransom
1663,7759,7080,4438,2505,3448,ransom
19,59,49,29,16,2534,ransom
0,0,0,0,0,3299,ransom
0,0,0,0,0,3115,ransom
0,0,0,0,0,2957,ransom
4156,23610,18802,11289,5849,13984,ransom
408784,1801913,692918,484036,203847,5543,ransom
160,742,453,266,161,4381,ransom
3329,14050,8618,4992,3392,8088,ransom
4684,22752,22972,13079,9365,10116,ransom
57171,298509,149300,89426,56849,9512,ransom
1344,7392,4745,3375,1887,4356,ransom
163,0,0,0,0,3768,ransom
0,0,0,0,0,5386,ransom
3834,19815,15801,8934,6487,2089,ransom
40609,189548,124772,77423,44349,52806,ransom
274625,1287404,862476,530606,316552,9599,ransom
96,14509,295,176,100,2956,ransom
1846,24661,8850,5339,2686,3484,ransom
0,0,0,166,0,3154,ransom
1663,7759,6541,4239,2340,2346,ransom
0,0,0,166,0,2400,ransom
0,0,0,0,0,2300,ransom
0,0,0,0,0,2072,ransom
0,0,0,0,0,3380,ransom
1440,7317,4248,2483,1476,9334,ransom
380,477,264,149,96,3412,ransom
93,477,264,149,96,2980,ransom
98,491,284,166,99,5225,ransom
4493,20644,18091,12655,1222,5797,ransom
41301,188109,155670,86331,62323,22487,ransom
0,0,0,0,0,4580,ransom
661679,3306259,2074365,1330302,732343,43199,ransom
1911223,9447418,5597953,3608126,1961902,36451,ransom
284350,1410100,763908,457875,357727,17062,ransom
4466487,21924415,11721157,7532126,4029444,71009,ransom
1757079,9036477,5448747,3207460,1803457,26037,ransom
390734,2207651,1172197,583812,368418,15727,ransom
1837122,9407025,5381454,3366425,1959621,21511,ransom
216344,1273316,634392,381533,238835,17470,ransom
1744155,8700972,4971270,3152659,1750374,11685,ransom
1656909,8539656,4963729,3111040,1739558,57698,ransom
2870753,14941157,6616742,4248464,2254759,9892,ransom
2280263,12023636,7030985,4413004,2519663,72947,ransom
18991,90079,64945,38681,24730,51825,ransom
3956645,19642285,10164196,6533889,3520985,27998,ransom
1609475,7788977,4281070,2864887,1371936,240021,ransom
1512467,6654838,3839287,2563344,1157086,975,ransom
53087,292668,192187,108399,79728,1029,ransom
621043,2245559,667813,550094,109248,187236,ransom
948981,4294266,1609846,1207276,373696,3442,ransom
1374,6549,4691,0,812,3070,ransom
0,0,0,0,0,3861,ransom
0,0,0,0,0,3235,ransom
14834,67970,45288,31288,12551,10451,ransom
5854,27910,20462,13663,5884,11173,ransom
258,1215,903,184,112,4345,ransom
258,1215,295,176,100,5537,ransom
1671817,8752111,4854904,3246954,1570892,191357,ransom
1426339,5714323,1918725,1523643,369370,8246,ransom
1968,9257,7724,4783,2779,4279,ransom
19,59,49,29,16,2433,ransom
10639,42768,25406,16630,8660,4357,ransom
0,0,0,0,0,3528,ransom
9820,39797,24019,15581,8337,3489,ransom
2202,7219,4362,2526,1542,15751,ransom
406386,1787239,683379,479315,199181,3620,ransom
118,581,346,186,137,4025,ransom
5194,25200,18425,11108,7030,4870,ransom
5532,22956,13751,9115,4702,6346,ransom
10305,47784,37484,22574,14218,13592,ransom
47061,250110,110287,65528,43605,4087,ransom
0,0,0,0,0,10487,ransom
97635,411269,178385,124192,51870,4753,ransom
0,0,0,0,0,3574,ransom
40066,185324,123845,76639,44815,52965,ransom
271866,1274274,855457,527385,313131,23619,ransom
96,487,295,176,100,3309,ransom
98,491,284,166,99,1903,ransom
0,0,0,0,0,4888,ransom
1663,7759,6508,4065,2309,2926,ransom
242,1012,668,408,232,2720,ransom
0,0,0,0,0,2690,ransom
3364,14105,8828,5225,3386,4685,ransom
0,0,0,0,0,4232,ransom
2027,9910,7095,4112,2561,15852,ransom
4457,20566,14622,10082,3989,5925,ransom
946,4193,4587,2705,1683,4038,ransom
98,491,284,166,99,2174,ransom
0,0,0,0,0,5436,ransom
7437,35855,28851,16797,11428,3194,ransom
0,0,0,0,0,3454,ransom
0,0,0,0,0,2311,ransom
2796012,13540663,6952978,4518459,2367125,80787,ransom
118393,680779,426943,262947,160351,7355,ransom
21639,115900,84843,49177,33270,13030,ransom
27862,159588,114328,62444,49509,6057,ransom
1878,9962,6661,3791,2700,3206,ransom
98,491,284,166,99,3167,ransom
11692,58619,41123,23971,16385,3612,ransom
6063,28356,22469,15121,6570,6376,ransom
163,729,633,474,147,2841,ransom
0,0,0,0,0,2157,ransom
0,0,0,0,0,1927,ransom
0,0,0,0,0,2317,ransom
1415,7219,4301,2302,1435,8017,ransom
5041,24640,19754,11100,7962,3808,ransom
160,742,462,271,164,3173,ransom
3329,14050,8336,4834,3276,4012,ransom
0,0,0,0,0,6069,ransom
7438,35856,28407,16630,11175,2942,ransom
0,0,0,0,0,4061,ransom
0,0,0,0,0,2625,ransom
0,0,0,0,0,3016,ransom
3834,19813,14906,8417,6128,2306,ransom
1427,7259,4060,2370,1424,8267,ransom
189,964,295,176,100,3147,ransom
96,487,295,176,100,2727,ransom
98,491,284,166,99,28331,ransom
0,0,0,0,0,3299,ransom
1663,7759,6612,4153,2317,4279,ransom
19,59,49,29,16,1856,ransom
0,0,0,0,0,2347,ransom
0,0,0,0,0,2550,ransom
0,0,0,0,0,3613,ransom
1423,7251,4325,2536,1497,13621,ransom
403832,1778184,671830,472267,194911,3434,ransom
0,0,0,0,0,3455,ransom
191,968,548,315,195,2470,ransom
0,0,0,0,0,6159,ransom
7437,35855,28375,16573,11185,5227,ransom
46651,243730,106645,63155,41269,2537,ransom
0,0,0,0,0,2057,ransom
12768,60063,41445,24792,15994,6848,ransom
2184,1036,824,440,342,5652,ransom
40865,179107,111893,70108,39684,22759,ransom
271033,1269823,800432,496163,290391,7048,ransom
0,0,0,0,0,2563,ransom
196,986,587,344,205,3099,ransom
0,0,0,0,0,4957,ransom
1663,7759,6422,4005,2292,3743,ransom
0,0,0,0,1194,2413,ransom
0,0,0,0,0,2893,ransom
4487,20855,13949,9463,4001,3905,ransom
148,656,748,558,175,8780,ransom
18168,86695,62053,38273,21342,8651,ransom
353,1700,864,566,266,3273,ransom
0,0,0,0,0,2804,ransom
191,968,548,315,195,2739,ransom
0,0,0,0,0,3620,ransom
7437,35857,28565,16678,11259,5315,ransom
0,0,0,0,0,2992,ransom
0,0,0,0,0,2043,ransom
2346515,11416685,5874740,3817700,1801254,35759,ransom
569643,2036009,1012110,658354,342968,9640,ransom
22169,118111,83477,48772,32394,7664,ransom
27810,159473,114974,62745,49783,5577,ransom
1782,9475,6319,3586,2587,2674,ransom
3425,14537,8654,5025,3384,4764,ransom
0,0,0,0,0,5975,ransom
4049187,16189319,6486,4058,2301,20358,ransom
4047524,0,0,0,0,2100,ransom
0,0,0,0,0,1997,ransom
0,0,0,0,0,1909,ransom
0,0,0,0,0,3754,ransom
1277,6437,4085,2368,1417,5991,ransom
317,1565,1062,643,341,3575,ransom
25,104,82,37,41,4962,ransom
1393,6523,5224,3056,1929,2463,ransom
0,0,0,0,0,4961,ransom
7437,35855,28766,16895,11248,2669,ransom
0,0,25397,2139,1107,3197,ransom
0,0,22110,0,0,4049,ransom
0,0,0,0,0,2735,ransom
0,0,0,0,0,5273,ransom
1253,6351,4218,2480,1444,7378,ransom
199,1567,1138,704,355,4486,ransom
0,0,0,0,0,4994,ransom
194,978,579,342,199,3604,ransom
0,0,0,0,0,4942,ransom
1663,7759,6557,4100,2317,4631,ransom
1480,6951,4105,2295,1654,6113,ransom
0,0,0,0,0,4587,ransom
3231,13559,8149,4736,3207,6072,ransom
0,0,0,0,0,4452,ransom
4092,20923,11172,7360,3303,14268,ransom
405444,1786789,1094,672,344,4556,ransom
405129,1785232,0,0,0,5487,ransom
191,1786200,548,315,195,2716,ransom
